cobissId	title_en	description_en	country	publisher	year	topology	journal	journal_impact_factor	journal_mean_value
1052009	Validation of the ""World Health Organization Disability Assessment Schedule, WHODAS-2"" in patients with chronic diseases	Background: The WHODAS-2 is a disability assessment instrument based on the conceptual framework of the International Classification of Functioning, Disability, and Health (ICF). It provides a global measure of disability and 7 domain-specific scores. The aim of this study was to assess WHODAS-2 conceptual model and metric properties in a set of chronic and prevalent clinical conditions accounting for a wide scope of disability in Europe. Methods: 1,119 patients with one of 13 chronic conditions were recruited in 7 European centres. Participants were clinically evaluated and administered the WHODAS-2 and the SF-36 at baseline, 6 weeks and 3 months of follow-up. The latent structure was explored and confirmed by factor analysis (FA). Reliability was assessed in terms of internal consistency (Cronbach's alpha) and reproducibility (intra-class correlation coefficients, ICC). Construct validity was evaluated by correlating the WHODAS-2 and SF-36 domains, and comparing known groups based on the clinicalseverity and work status. Effect size (ES) coefficient was used to assess responsiveness. To assess reproducibility and responsiveness, subsamples of stable (at 6 weeks) and improved (after 3 moths) patients were defined, respectively, according to changes in their clinical-severity. Results: The satisfactory FA goodness of fit indexes confirmed a second order factor structure with 7 dimensions, and a global score for the WHODAS-2. Cronbach's alpha ranged from 0.77 (self care) to 0.98 (life activities: work or school), and the ICC was lower, but achieved the recommended standard of 0.7 for four domains. Correlations between global WHODAS-2 score and the different domains of the SF-36 ranged from -0.29 to -0.65. Most of the WHODAS-2 scores showed statistically significant differences among clinical-severity groups for all pathologies, and between working patients and those not working due to ill health (p < 0.001). Among the subsample of patients who had improved, responsiveness coefficients were small to moderate (ES = 0.3-0.7), but higher than those of the SF-36. Conclusions: The latent structure originally designed by WHODAS-2 developers has been confirmed for the first time, and it has shown good metric properties in clinic and rehabilitation samples. Therefore, considerable support is provided to the WHODAS-2 utilization as an international instrument to measure disability based on the ICF model.	gbr	BioMed Central	2010	1.01	Health and quality of life outcomes	1.860	1.579
1052296	The effect of beta-glucanase alone and in combination with xylanase on the nutritive value of diets based on barley of low or high viscosity in broiler chickens	An experiment was conducted to study the effect of [beta]-glucanase alone and in combination with xylanase on energy value, nutirent utilization and intestinal viscosity in broiler chickens fed with diets based on barley of low or high viscosity. Barley samples were selected out of ten samples collected from different regions in Slovenia, according to the most different extract viscosity. A total of 48 twentyone-day old, individually caged, male broiler chicks were used in balance experiments. The animals received one of the barley based diets prepared with one of the two barley samples. Both diets remained unsupplemented or were either supplemented with [beta]-glucanase alone (160 [beta]GU/kg) or [beta]-glucanse and xylanase (160 [beta]GU/kg + 2800 XU/kg). The results of the experiment confirmed the improvement in nutrient utilization (dry matter, nitrogen), in terms of an increase in the energy value of the feed and in reduction of intestinal viscosity, resulting from the addition of enzymes. Hovewer, the results also clearly showed diffrences between the two barley samples based diets in their response to different enzyme treatments, where only diets based on high extract viscosity barley showed significant results. Futhermore, the results clearly indicated that in order to achieve significant improvement in the dry matter, nitrogen and energy utilization of barley based diets, the addition of [beta]-glucanase alone was not always sufficient. As a consequence, the combination of both [beta]-glucanase and xylanase may be advised.	deu	Ulmer	2000	1.01	Archiv für Geflügelkunde	0.374	0.627
10523675	Influence of blade deformation on integral characteristic of axial flow fan	Axial flow fan blades deform during operation due to the various forces that act on them. That is why, we can ask ourselves about the influence of the blade deformation on the integral and local characteristics. In the paper, we present a study of influence of axial flow fan blade deformation. The paper deals with measurements of the blade deformation at the known integral working conditions. Results - deformations of fan blade tip were used for numerical study of the influence of the changed blade form on the fan's aerodynamic characteristic. Fan integral characteristics were measured in accordance with the ISO-DIS 5801:2006 standard and were carried out on the wind tunnel of the Hidria Institute Klima, Godovie. Other measurements of the blade deformation were done on the measuring station on the Faculty of Mechanical Engineering, University of Ljubljana, with the help of computer aided visualization. Deformations were measured in three working points, whichwere defined with fan integral parameters. Results of the measurements helped to determine modified form of the blade, which was then used for the numerical simulation for the same fan integral parameters. The study of deformation influence, based on the numerical simulation, was carried out.	svn	Zveza strojnih inženirjev in tehnikov Slovenije [et al.] = Association of Mechanical Engineers and Technicians of Slovenia [et al.]	2008	1.01	Strojniški vestnik	0.235	0.986
10523931	The performance and mechanisms of DLC-coated surfaces in contact with steel in boundary-lubrication conditions	The importance of hard coatings in mechanical applications has been increasing rapidly for more than 20 years. The development of novel coatings, such as improved ceramic, diamond-like-carbon and advanced nano-composites, has promoted scientific research in the field of tribology and surface engineering, and at the same time it has focussed attention on micro- and nano-technologies. Diamond-like-carbon (DLC) coatings are becoming one of the most promising types of hard coatings. Their main advantages are low friction,good anti-wear properties, and adhesive protection. However, due to their low surface energy their reactivity with conventional oils and additivesis limited and remains unsatisfactory. For a qualitative step-change that would improve the performance and allow effective optimising and tailoring of boundary-lubricated DLC contacts for various mechanical systems it is necessary to understand the mechanisms of why, how, under which conditions, and with which types of DLC coatings and lubricants the actual boundary lubrication is possible. As a result of ten years of research in this field, a lot of data have been reported: however, due to the different types of coatings, lubricants and additives used in these studies, the results are often difficult to compare and are sometimes contradictory. As a result of the recent heavy demand from many industries to apply DLC coatings to lubricated systems, a much better understanding of these phenomena and their overall performance is required. Therefore, if we wish to see a more effective continuation of the research and a better understanding of the scattered results, an overview of the current state of the art of lubricated DLC contacts is needed. In this paper we analyse the performance and suggested boundary-lubrication mechanisms of DLC/steel contacts from already-published studies and we summarise our present understanding of the boundary lubrication in DLC/steel contacts, which complements our recent analyses of DLC/DLC contacts.	svn	Zveza strojnih inženirjev in tehnikov Slovenije [et al.] = Association of Mechanical Engineers and Technicians of Slovenia [et al.]	2008	1.02	Strojniški vestnik	0.235	0.986
10524187	Quality and cost in production management process	The paper presents an overview of the approaches usually used in production process, specific in planning and control. The goal is to supply ""the big picture"" of the methods and techniques often met in the entire production process, including the planning and control phases. Thus, some important concepts and techniques like Six Sigma, Concurrent Engineering (CE), Quality Function Deployment (QFD), Enterprise Resource Planning (ERP) and Reverse Engineering (RE) are briefly described, together with techniques and methods for reducing the value of the lead time. The description is sustained by diagrams showing the flow of the activities involved in each method.	svn	Zveza strojnih inženirjev in tehnikov Slovenije [et al.] = Association of Mechanical Engineers and Technicians of Slovenia [et al.]	2008	1.02	Strojniški vestnik	0.235	0.986
10526235	Dispersion of an optodynamic wave during its multiple transitions in a rod	A rod acquires linear momentum during a short-laser-pulse ablation of its front face. Initially, this momentum is localized within the propagating laser-induced mechanical pulse-the optodynamic wave-while later it is gradually transferred to the uniform motion of the entire rod. Among other effects, the dispersion of the optodynamic wave due to lateral inertia plays an important role in the linear-momentum transformation mechanism. We observed the dispersion using interferometric measurements of the rod's rear-end staircaselike displacement. The displacements calculated using an analytical solution of Love's equation for a laser-ablated free-free homogeneous rod agree well with our measured data.	usa	American Institute of Physics.	2008	1.01	Applied physics letters	3.726	2.251
10527577	A note on constrained convergence	The entrywise convergence of the constrained powers ?$PA^nQ$? of matrices is investigated. A new proof of the characterization of convergence, obtained recently by R.E. Hartwig and P. Šemrl [Rocky Mt. J. Math. 29 (1) (1999) 177], is presented. As an importand tool we use a theorem from the theory of Diophantine approximation.	usa	North Holland	2001	1.01	Linear Algebra and its Applications	0.423	0.619
10528345	On minimal solutions of the matrix equation AX-BY=0	In the case when one of the ranks of matrices ?$A$? or ?$B$? is full, all self-adjoint pairs of solutions of the equation ?$AX-YB=0$? are given. Necessary and sufficient conditions for the existence of nonnegative and positive definite solutions are proved. Without any conditions on ranks and with a given solution ?$X$?, it is shown that maximal and minimal solutions for ?$Y$? do not exist in nontrivial case. It is also proved that the minimal nonnegative solution ?$Y$? exists. An explicit formula for this solution is given.	usa	North Holland	2001	1.01	Linear Algebra and its Applications	0.423	0.619
10528601	Symmetries of hexagonal molecular graphs on the torus	Symmetric properties of some molecular graphs on the torus are studied. In particular we determine which cubic cyclic Haar graphs are 1-regular, which is equivalent to saying that their line graphs are 1/2-arc-transitive. Although these symmetries make all vertices and all edges indistinguishable, they imply intrinsic chirality of the corresponding molecular graph.	hrv	Hrvatsko kemijsko društvo	2000	1.01	Croatica chemica acta	0.701	1.544
10528795	Impact of Young's modulus degradation on springback calculation in steel sheet drawing	The aim of the paper is to demonstrate, based on the results of respective numerical simulations of a drawing process, how springback of a steel sheet drawn part is affected by stiffness degradation, which results from the material damage evolved during the forming process. For the purpose of the presented paper the GTN (Gurson-Tvergaard-Needleman) damage constitutive modelcoupled with Mori-Tanaka approach has been implemented in ABAQUS/Explicitvia VUMAT user material subroutine, while integration of the constitutive model is performed with a numerical scheme developed recently by the authors. Parameters of the constitutive model are identified, for authenticity of the paper, from the measurement data obtained from classical tensile tests of cold rolled stainless steel EN 1.4301, as well as from the measured stiffness degradation, as a function of the plastic strain. From a comparative analysis of numerical results of the springback behaviour, investigated on the Demeri springback cup test under assumption of different constitutive models, it can be concluded, that stiffness degradation should be incorporated in simulations of sheet metal forming. Its influence on a predicted final shape of a steel sheet drawn part is namely too significant tobe neglected.	svn	Zveza strojnih inženirjev in tehnikov Slovenije [et al.] = Association of Mechanical Engineers and Technicians of Slovenia [et al.]	2008	1.01	Strojniški vestnik	0.235	0.986
10529051	CAM algorithm as important element by achieving of good machined surface quality	The paper deals with test of four different NC programs created by 4 different CAM algorithms using identical settings. The subsequent experimental verification has resulted in a conclusion that arrangement of the points on the tool path does have influence on the machining time and finish surface quality.	svn	Zveza strojnih inženirjev in tehnikov Slovenije [et al.] = Association of Mechanical Engineers and Technicians of Slovenia [et al.]	2008	1.01	Strojniški vestnik	0.235	0.986
10529307	The analysis of complex tribological system of single point incremental sheet metal forming - SPIF	In contemporary industrial production the ecological aspects have increasingly important role in selection of sheet metal forming process. To produce sheet metal parts with minimal environmental burdening the shortening of forming processes including the procedures for production of appurtenant forming tools as well as decrease use of lubricant is prerequisite. In general, majority of the sheet metal forming processes demand use of lubricants with oils involving additives, which are hazardous for several reasons. Therefore, the paper is focused towards the analysis of different manners of lubrication (dry contact, liquid lubricant and hard coatings) and to investigate tribological properties during a single point incremental forming (SPIF) technology, which is nowadays very attractive and manly used for small and medium batch production. The first phase of the evaluation was performed on a model test rig by simulating single point incremental forming process, where the coefficient of friction was recorded and compared as a function of lubrication method used. In addition, the paper presents the forming tool temperature measurements for three different manners of lubrication, arising from friction during the single point incremental formingof the pyramid-shaped part.	svn	Zveza strojnih inženirjev in tehnikov Slovenije [et al.] = Association of Mechanical Engineers and Technicians of Slovenia [et al.]	2008	1.01	Strojniški vestnik	0.235	0.986
10529558	Dioxins and dioxin-like persistent organic pollutants in textiles and chemicals in the textile sector	Over ?$7x10^5$? tons of dyestuff is produced annually with more than 100.000 commercially available dyes. Synthesis of colorants involves a relatively large group of chemicals with complex syntheses. During the synthesis of colorants, highly toxic, cancerogenic and persistent organic compounds, such as dioxins, can be formed. Dioxins are related to halogenes, chlorine and bromine homologues being the most toxic and persistent. About 40% of globally used colorants contain organically bound chlorine. The use of colorants in textile industry, with their wide applications and complex chemistry could be a significant source of dioxins and/or precursor compounds for the formation of dioxins and other persistent organic pollutants. The aim of the paper is to give an overview of the dioxin-like compounds in chemicals, with emphasis on colorants, textiles and their fate in the environment.	hrv	Hrvatsko kemijsko društvo	2006	1.02	Croatica chemica acta	0.778	2.094
10529563	Robust design of forming processes	Properties of raw materials (sheet metal, bars, etc.) used in forming processes are not constant. Other input parameters of forming system (friction conditions, machine settings, temperature, etc.) also scatter considerably during production. Improvement of production processes has always been an important goal in metal forming industry. The aim is to develop cost effective and stabile forming processes where the number of non-conforming products (scrap) is reduced to the minimum. In the first part of the paper an approach is described which enables the user to predict how the scatter of input parameters would influence the final properties of the products. In the second part of the paper the developed approach is used for optimization of forming process with respect to uncontrollable scatter of input parameters with the aim of minimizing scrap ratio. Optimization is basedon the use of numerical simulations, response surface methodology and stochastic optimization. It can be performed in the early stage of the production process development cycle. The presented approach was successfully applied in industrial environment during development of technology for forming of various work pieces.	svn	Zveza strojnih inženirjev in tehnikov Slovenije [et al.] = Association of Mechanical Engineers and Technicians of Slovenia [et al.]	2008	1.01	Strojniški vestnik	0.235	0.986
10530587	Optodynamic monitoring of laser micro-drilling of glass by using a laser probe	We present a new method for monitoring of the laser micro-drilling process. The method is based on detection of acoustic waves in air above the processed sample using a laser beam deflection probe (LBDP). We present an augmentation of the experimental set-up by means of a digital micrographic system which enables the acquisition of images of the plasma plume and of the hole cross-section during a drilling sequence. Comparing the acquired images with the detected LBDP signals, we examine the drilling process from a new perspective.	deu	Springer	2008	1.01	Applied physics	1.884	1.953
10530838	Use of the cell method for plane elastic problems in geotechnique	In the present work the use of the cell method (CM) for analysing geotechnicalproblems will be discussed. The essence of this method is a discrete formulation instead of a differential formulation. On the basis of this CM a computer code was developed which can be used to study the settlements related to a superficial load of an elastic multilayered soil system. With an adequate graphical support it is possible to illustrate the stress-strain state within the studied area. After an explanation of the basesof the CM an example of a simple geotechnical problem shall be presented.The problem will be limited to a two-dimensional strain state in an elastic field. The final results will be compared with the FEM analysis.	nld	Elsevier	2003	1.01	Computational materials science	1.003	1.229
10530843	Analysis of sonic waves generated during laser engraving of printed circuits	We present an experiment where sonic waves generated during the laser engraving of printed circuit boards (PCB) were acquired and analyzed. The sonic waves were detected simultaneously using a microphone and a laser beam deflection probe. An efficient windowed peak-to-peak signal processing algorithm was developed to examine the relation between the detected signals and the engraving quality. The results of signal analysis were compared to the engraving surface topography, measured by means of optical microscopy with extended depth-of-field digital photography. The results show that it is possible to distinguish between shallow, good, and burnt engravings by examination of the acquired sonic signals. This observation opens the possibility of automated monitoring or even control of the process of laser engraving PCBs using sonic wave detection.	gbr	IFS Publications	2009	1.01	International journal, advanced manufacturing technology	1.128	1.067
10533142	[Beta]-cyclodextrin as a retarding reagent in polyacrylonitrile dyeing	ß-Cyclodextrin was tested as a dye complexing agent - as a dye retardant in the dyeing of PAN fibres with cationic dyes. Significant improvement of colouruniformity and some improvements in colour depth were observed when PAN fibres were dyed in the presence of ß-cyclodextrin as compared to dyeing in the presence of a commercial retardant.	nld	Elsevier	2007	1.01	Dyes and pigments	2.796	0.674
10535708	Diagonal cumulation of origin as the EU's institutional incentive mechanism for promoting international trade and business	In this paper we explore the effects of a diagonal cumulation of origin as the EU's Common Commercial Policy (CCP) incentive mechanism that affects the intraregional trade and transaction cost structure of firms engaged in cross-border business operation. The research explores how firms should frame their cross-border physical flows of goods and the configuration of their value-adding processes for taking advantage of diagonal cumulation of origin. The empirical analysis is based on an in-depth case study of effects of the 'SAP+ diagonal cumulation of origin' on changes in the transaction cost structure of a selected Slovenian firm operating within the household-appliance sector in one of the Western Balkan Countries. Based on eligibility of local subsidiary for using origin of goods in its import/exporttransactions the cost calculations were made for its products and then three different business scenarios were developed for showing the effects of the mechanism on transaction cost changes of a firm. The paper concludes that, at the conceptual level, the mechanism of diagonal cumulation of origin may serve as an effective institutional cross-border trade-promoting tool.	hrv	Sveuèilište u Rijeci, Ekonomski fakultet	2010	1.01	Zbornik radova Ekonomskog fakulteta u Rijeci	0.111	1.022
10543643	Formation of linear momentum in a rod during a laser pulse-matter interaction	Recently, we developed an optodynamic experimental technique that makes it possible to measure the linear momentum obtained by a metal target sample in the shape of a rod during a nanosecond laser pulse interaction in the ablativeregime. The height of the rodæs rear end axial step-like displacement,caused by the first reflection of the laser-generated ultrasonic wave, is proportional to the linear momentum acquired by the rod. In comparison with commonly used ballistic methods, we can determine the acquiredmomentum on a much shorter time scale corresponding to the wave transition time, from the front to the rear end of the rod. Using this method we investigated the ambient air pressure dependence on the formation of linearmomentum over a laser intensity range, from the ablation threshold to values about ten times higher. Steel rods of various diameters were used to demonstrate the effect of an expanding blast wave which delivers additional momentum to the target, when the laser beam on the target surface is smaller than the target itself. The typical value of the acquired target momentum is on the order of mN/s and 10 mNs/J for the momentum coupling coefficient.	deu	Springer	2008	1.01	Applied physics	1.884	1.953
10549081	Semisymmetry of generalized Folkman graphs	A regular edge- but not vertex-transitive graph is said to be semisymmetric. The study nof semisymmetric graphs was initiated by Folkman, who, among others, gave constructions of several infinite families such. In this paper a generalization of his construction for orders a multiple of 4 is proposed, giving rise to some new families of semisymmetric graphs. In particular, one associated with the cyclic group of order ?$n$?, ?$n \ge 5$?, which belongs to the class of tetracirculants, that is, graphs admitting an automorphism with precisely four orbits, all of same length. Semisymmetry properties of tetracirculants are investigated in greater detail, leading to a classification of all semisymmetric graphs of order ?$4p$?, ?$p$? is a prime.	gbr	Academic Press	2001	1.01	European journal of combinatorics	0.335	0.48
10549531	Measurements of cavitation bubble dynamics based on a beam-deflection probe	We present an optodynamic measurement of a laser-induced cavitation bubble and its oscillations based on a scanning technique using a laser beam-deflection probe. The deflection of the beam was detected with a fast quadrant photodiode which was built into the optical probe. The applied experimental setup enabled us to carry out one- or two-dimensional scanning of the cavitation bubble, automatic control of the experiment, data acquisition and data processing. Shadow photography was used as a comparative method during the experiments.	deu	Springer	2008	1.01	Applied physics	1.884	1.953
10549782	Two-dimensional velocity-vorticity based LES for the solution of natural convection in a differentially heated enclosure by wavelet transform based BEM and FEM	A wavelet transform based boundary element method (BEM) numerical scheme is proposed for the solution of the kinematics equation of the velocity-vorticityformulation of Navier-Stokes equations. FEM is used to solve the kinetics equations. The proposed numerical approach is used to perform two-dimensional vorticity transfer based large eddy simulation on grids with 105 nodes. Turbulent natural convection in a differentially heated enclosure of aspect ratio 4 for Rayleigh number values Ra=107-109 is simulated. Unstable boundary layer leads to the formation of eddies in the downstream parts of both vertical walls. At the lowest Rayleigh number value an oscillatory flow regime is observed, while the flow becomes increasingly irregular, non-repeating, unsymmetric and chaotic at higher Rayleigh number values. The transition to turbulence is studied with time series plots, temperature-vorticity phase diagrams and with power spectra. The enclosure is found to be only partially turbulent, what is qualitatively shown with second order statistics-Reynolds stresses, turbulent kinetic energy, turbulent heat fluxes and temperature variance. Heat transfer is studied via the average Nusselt number value, its time series and its relationship to the Rayleigh number value.	gbr	Elsevier	2006	1.01	Engineering analysis with boundary elements	0.883	0.746
10551835	Optimisation of direct laser structuring of printed circuit boards	A model-based optimisation of the process of printed circuit board laser structuring is presented. For this purpose, a comprehensive theoretical model of the interaction between the travelling pulsed laser beam and conductive layer, as well as between the laser beam and the induced plasma plume is employed. The model is used to calculate process speed. Based on the process speed determined, the influence of pulse power, duration, and frequency on process speed is analysed. In addition, an optimal range of process parameters with respect to process speed and quality is defined.	nld	North-Holland	2008	1.01	Applied Surface Science	1.576	1.081
10552091	Parameter identification of the fatique-testing rig	In this paper the dynamic parameter identification of the novel fatigue-testing rig is presented. The applied identification method assumes a priori a simple dynamical model for which parameters are identified through free and forced vibration tests. The rig is comprised of two base excited oscillators providing the dynamic excitation for a fatigue sample and two pneumatic actuators preventing a loss of contact between the oscillators and the sample. The actuators introduce strong nonlinearities. All parameters of the system apart from the pneumatic actuators identified through the free vibration tests using the linear model were in a good agreement with those obtained by the frequency analysis. Two models, a linear and the nonlinear with Coulomb friction, were dynamically interrogated by a random excitation. It was shown that the stiffness coefficient a, increases linearly with the pressure in the pneumatic cylinders, and the viscous damping coefficient b increases quadratically with the air pressure in the pneumatic cylinders. The predicted responses for the linear and nonlinear models correlate well with the experimental data.	gbr	Pergamon Press	2008	1.01	International journal of mechanical sciences	1.077	0.986
10558235	Predicting order lead times	Entering on market, companies confront with different problems. But the largest problems of today's time are too long lead times of orders. A client that wants a particular product to be made will select the best bidder considering on delivery time. To make a bid just on the basis of experience of employees is very risky nowadays. Therefore we propose a procedure by which - on the basis of actual lead times of orders processed in the company's workplaces in the past - expected lead times of planned (and indirectly - production) orders can be predicted. The result of the proposed procedure is an empirical distribution of possible lead times for the new order, and on the basis of this distribution it is possible to predict the most probable leadtime of a new order. Using the proposed procedure, the sales department can make a prediction for the customer about delivery time of the planned order. As an illustration of the procedure for predicting lead times of orders, a case study is presented: lead time of order for the ""tool for manufacturing the filter housing"" was predicted; the tool is manufactured in the Slovenian company ETI Ltd.	svn	Zveza strojnih inženirjev in tehnikov Slovenije [et al.] = Association of Mechanical Engineers and Technicians of Slovenia [et al.]	2008	1.01	Strojniški vestnik	0.235	0.986
10563417	Post hulls of spaces of signatures	We argue that Post hulls of spaces of signatures are natural generalization of Boolean hulls of spaces of orderings.	che	Birkhäuser	2001	1.01	Algebra universalis	0.099	0.48
10564892	A cost performance analysis of transport infrastructure construction in Slovenia	Due to limited data availability only a few studies have been able to provide statistically significant evidence on cost overruns in transport infrastructure investments and their systematic nature, and fewer still for road infrastructure investments. The body of available evidence refers to the most economically developed countries, while very little evidence was found regarding other countries. In this article the authors focus on cost performance of road infrastructure constructed through the National Motorway Construction Programme in Slovenia. Methodologically the study departs from other studies in this field by building on detailed expenditure data and not aggregate reports from the relevant institution. This enabled the analysis of four individual project cost categories (construction cost, land acquisition damages and others) and comparably more accurate results. A representative sample of randomly selected completed projects in the period 1995-2007 revealed that the cost overruns (19%; SD = 46.10%) in the entire period studied do not appear to be higher than in other comparable studies. At the same time the study results showed that cost overruns were unstable, i.e. much higher for older projects.	nld	Nijhoff	2012	1.01	Transportation	1.023	0.895
10568214	Case study of the sonochemical decolouration of textile azo dye Reactive Black 5	The decolouration and mineralization of reactive dye C.I. Reactive Black 5, a well-known representative of non-biodegradable azo dyes, by means of ultrasonic irradiation at 20, 279 and 817 kHz has been investigated with emphasis on the effect of various parameters on decolouration and degradation efficiency. Characterization of the used ultrasound systems was performed using calorimetric measurements and oxidative species monitoring using Fricke and iodine dosimeter. Experiments were carried out with low frequency probe type, and a high-frequency plate type transducer at 50, 100 and 150 W of acoustic power and within the 5-300 mgžL initial dye concentration range. Decolouration, as well as radical production, increased with increasing frequency, acoustic power, and irradiation time. Any increase in initial dye concentration results in decreased decolouration rates. Sonochemical decolouration was substantially depressed by the addition of 2-methyl-2-propanol as a radical scavenger, which suggests radical-induced reactions in the solution. Acute toxicity to marine bacteria Vibrio fischeri was tested before and after ultrasound irradiation. Under the conditions employed in this study, no toxic compounds were detected after 6 h of irradiation. Mineralization of the dye was followed by TOC measurements. Relatively low degradation efficiency (50% after 6 h of treatment) indicates that ultrasound is rather inefficient in overall degradation, when used alone.	nld	Elsevier Scientific Publ. Co.	2007	1.01	Journal of hazardous materials	2.337	0.617
10568982	Charpy toughness and microstructure of vibrated weld metal	Vibration during welding can be used to obtain certain changes in mechanical properties of weld metal. Research work on the influence of vibration on the secondary microstructure of welds and hence on the Charpy toughness was performed. Vibration during welding exhibits positive effects on the microstructure constituent formation. Multipass welding was simulated with reheating of the original single pass weld in order to obtain similar microstructure to multipass welds. Microstructures were examined with an optical microscope. Additionally, fractographic examination of the rupture of Charpy specimens was performed. Changes in the microstructure according to vibration were observed which affect toughness of the weld metal. Vibration during welding was rated more effective in the case of reheating the weld metal, which is the case in multipass welding.	nld	Institute of Materials	2006	1.01	Science and technology of welding and joining	0.891	0.68
10569494	Optimisation of n-octyl oleate enzymatic synthesis over Rhizomucor miehei lipase	Octyl oleate is a useful organic compound with several applications in cosmetic, lubricant and pharmaceutical industry. At first, the enzymatic synthesis of n-octyl oleate by direct lipase-catalysed esterification of oleicacid and 1-octanol was investigated in a stirred batch reactor in solvent-free system. A systematic screening and optimisation of the reaction parameters were performed to gain insight into the kinetics mechanism. Particularly, enzyme concentration, reaction temperature, stirrer speed, watercontent, substrates concentration and molar ratio were optimised with respect to the final product concentration and reaction rate. The kinetics mechanism of the reaction was investigated. Finally, a comparison of the experimental results obtained in a solvent free-system with those using two different solvents, supercritical carbon dioxide (SC-CO2) and n-hexane, was proposed. It resulted that in SC-CO2 higher concentration of the desired product was attained, requiring lower enzyme concentrations to achieve comparable conversion of free fatty acid into fatty acid ester.	nld	Springer	2006	1.01	Bioprocess and biosystems engineering	1.092	0.921
10573083	Tribochemistry in sliding wear of TiCN-Ni-based cermets	The tailoring of cermet composition to improve tribological properties requires careful choice of the type of secondary carbide. To investigate this aspect, a number of sliding tests were carried out on baseline TiCN-20Ni cermet and TiCN-20wt%Ni-10 wt% XC cermets (X = W/Nb/Ta/Hf) at varying loads of5N, 20N, and 50N against bearing steel. With these experiments, we attemptedto answer some of the pertinent issues: (i) how does the type of secondary carbide (WC/NbC/TaC/HfC) influence friction and wear behavior, and is such influence dependent on load?; and (ii) how does the secondary carbide addition affect the stability and composition of the tribochemical layer under the selected sliding conditions? Our experimental results reveal that theadded secondary carbides influence chemical interactions between different oxides and such interactions dominate the friction and wear behavior. A higher coefficient of friction (COF) range, varying from 0.75 to 0.64 was recorded at 5N; whereas the reduced COF of 0.46-0.52 was observed at 20N or 50N. The volumetric wear rate decreased with load and varied on the order of 10-6 to 10-7 mm3/Nm for the cermets investigated. The cermet containing HfC exhibited high friction and poor wear resistance. At low load (5N), the abrasion and adhesion of hard debris containing various oxides dominated the wear, and resulted in high friction and wear loss. In contrast, the more pronounced increase in friction-induced contact temperature (below 500 °C) andcompaction of hard debris resulted in the formation of a distinct tribochemical layer at higher loads (20N and 50N). The formation of a dense tribolayer containing oxides of iron and/or titanium is responsible for the reduced friction and wear, irrespective of secondary carbides.	usa	Published for the Materials Research Society by the American Institute of Physics	2008	1.01	Journal of materials research	1.743	1.953
10579464	Formation of edge dislocations in the surface constrained smectic a film	We study surface driven formation of a lattice of edge dislocations in the SmA phase in the semiinfinite geometry using Landau-Ginsburg phenomenological approach and estimate the conditions where the dislocation structure is stable over the tilted structure and the threshold for the formation of an edge dislocation on increasing the surface positional anchoring strength ?$W_p$?. The detail structure of an edge dislocation is numerically studied as a function of ?$W_p$?	usa	Gordon and Breach	2000	1.01	Molecular crystals and liquid crystals science and technology	0.885	1.172
10586907	Analysis of residual stresses induced by dry turning of difficult-to-machine materials	Critical issues in machining of difficult-to-cut materials are often associated with short tool-life and poor surface integrity, where the resulting tensile residual stresses on the machined surface significantly affect the component's fatigue life. This study presents the influence of cutting process parameters on machining performance and surface integrity generated during dry turning of Inconel 718 and austenitic stainless steel AISI 316L with coated and uncoated carbide tools. A three-dimensional Finite Element Model was also developed and the predicted results were compared with those measured.	che	Technische Rundschau;Hallwag Verlag;Colibri	2008	1.01	CIRP annals	1.123	0.905
10587419	Analytical solutions in elasto-plasto bending of beams with rectangular cross section	Deflection analysis of beams with rectangular cross section is considered under specific loading conditions, resulting in at most quadratic bending moment distribution, and assuming elasto-plastic behaviour with no hardening. Within the framework of small strain and small displacement approach analytical solutions are derived, which enable elasto-plastic analyses of beams to be performed in a closed analytical form. In consequence, clear tracing of the elasto-plastic response evolution with a propagation of the plastic zone through the volume, i.e. its spreading along the beam's longitudinal axis as well as its penetration through the cross section, is enabled as loads increase, from the appearance of a first plastic yielding in a structure till its collapse. With the derivation of the general solution, listed explicitly by Eqs. (21), (22) and (23), which was never presented in any article or book before, the presented article fills the gap in the analytical non-linear mechanics of beams.	gbr	Butterworth Scientific Ltd	2009	1.01	Applied mathematical modelling	1.375	0.918
10587675	Time response of a sheathed temperature measurement probe	The paper describes a simplified mathematical model designed for the purpose of identification of the time dependent response of a sheathed temperature measurement probe. In the numerical simulation of the proposed model, the software package Simulink was applied. The results obtained by numerical simulation of the time response of the sheathed temperature measurement probe were validated experimentally for a case of a sheathed probe installed in a real object, taking into account the actual operational conditions of the process system.	usa	Marcel Dekker, Inc.	2008	1.01	Instrumentation science & technology	0.435	1.318
